,,Earners (persons),,,,,,Median age of earners (years),,,,,,Sum ($),,,,,,Median ($),,,,,,Mean ($),,,,,
SA2,SA2 NAME,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17,2011-12,2012-13,2013-14,2014-15,2015-16,2016-17
102021057,Wyong,"3,730 ","3,741 ","3,796 ","3,922 ","4,053 ","4,064 ",43 ,44 ,44 ,44 ,43 ,43 ,"164,279,554 ","171,658,510 ","178,335,933 ","188,063,400 ","200,257,485 ","203,795,249 ","38,773 ","40,109 ","40,682 ","41,055 ","43,232 ","44,100 ","44,043 ","45,886 ","46,980 ","47,951 ","49,410 ","50,146 "
103011058,Bathurst,"12,096 ","12,095 ","12,071 ","12,200 ","12,251 ","12,490 ",42 ,42 ,43 ,43 ,43 ,43 ,"614,357,062 ","640,185,092 ","650,407,605 ","675,452,949 ","695,036,959 ","708,940,937 ","43,329 ","44,501 ","45,005 ","46,083 ","47,499 ","47,969 ","50,790 ","52,930 ","53,882 ","55,365 ","56,733 ","56,761 "
103011059,Bathurst - East,"5,041 ","5,098 ","5,238 ","5,463 ","5,730 ","5,755 ",42 ,42 ,42 ,43 ,43 ,43 ,"269,698,309 ","277,907,263 ","296,693,274 ","309,253,291 ","334,555,198 ","339,165,600 ","45,124 ","46,514 ","47,241 ","48,664 ","50,229 ","50,975 ","53,501 ","54,513 ","56,642 ","56,609 ","58,387 ","58,934 "
103011060,Bathurst Region,"3,598 ","3,680 ","3,744 ","3,874 ","3,799 ","3,893 ",48 ,48 ,48 ,48 ,48 ,48 ,"178,230,412 ","180,744,191 ","189,261,520 ","211,359,579 ","212,053,953 ","212,932,707 ","40,861 ","40,077 ","42,056 ","44,179 ","44,146 ","45,824 ","49,536 ","49,115 ","50,551 ","54,558 ","55,818 ","54,696 "
103011061,Oberon,"2,427 ","2,423 ","2,424 ","2,460 ","2,434 ","2,476 ",47 ,47 ,47 ,48 ,48 ,47 ,"108,121,923 ","109,159,825 ","114,159,588 ","124,137,517 ","125,265,092 ","125,529,161 ","39,647 ","40,012 ","41,949 ","44,587 ","44,918 ","45,416 ","44,550 ","45,052 ","47,096 ","50,462 ","51,465 ","50,698 "
103021062,Condobolin,"3,654 ","3,568 ","3,596 ","3,559 ","3,518 ","3,596 ",45 ,45 ,46 ,46 ,45 ,45 ,"154,528,192 ","159,109,155 ","173,263,171 ","186,384,444 ","172,338,936 ","181,630,749 ","35,200 ","37,277 ","39,203 ","42,055 ","40,275 ","40,978 ","42,290 ","44,593 ","48,182 ","52,370 ","48,988 ","50,509 "
103021063,Cowra,"4,852 ","4,826 ","4,870 ","4,853 ","4,461 ","4,903 ",47 ,47 ,47 ,47 ,46 ,47 ,"193,925,546 ","203,551,383 ","209,983,015 ","217,663,439 ","199,069,642 ","225,555,464 ","33,658 ","35,404 ","36,365 ","38,330 ","38,329 ","39,417 ","39,968 ","42,178 ","43,118 ","44,851 ","44,624 ","46,004 "
103021064,Cowra Region,"2,457 ","2,472 ","2,473 ","2,513 ","2,552 ","2,676 ",47 ,48 ,49 ,49 ,48 ,48 ,"97,254,928 ","90,832,546 ","100,057,948 ","113,285,106 ","120,791,226 ","130,798,478 ","32,318 ","32,419 ","34,295 ","36,887 ","39,277 ","38,949 ","39,583 ","36,745 ","40,460 ","45,080 ","47,332 ","48,878 "
103021065,Forbes,"4,967 ","5,006 ","5,086 ","5,160 ","5,220 ","5,294 ",46 ,46 ,46 ,46 ,45 ,46 ,"209,477,522 ","220,576,978 ","244,132,711 ","258,176,000 ","269,124,912 ","272,780,863 ","36,517 ","37,539 ","40,104 ","41,692 ","42,955 ","43,527 ","42,174 ","44,063 ","48,001 ","50,034 ","51,556 ","51,526 "
103021066,Grenfell,"1,860 ","1,862 ","1,843 ","1,888 ","1,818 ","1,910 ",50 ,50 ,50 ,50 ,50 ,51 ,"71,080,028 ","76,954,060 ","82,657,575 ","88,487,366 ","95,475,804 ","89,322,153 ","33,162 ","35,049 ","35,706 ","37,639 ","40,534 ","38,957 ","38,215 ","41,329 ","44,849 ","46,868 ","52,517 ","46,766 "
103021067,Parkes (NSW),"5,633 ","5,540 ","5,648 ","5,688 ","5,272 ","5,476 ",43 ,43 ,43 ,43 ,43 ,43 ,"275,033,015 ","282,384,310 ","287,826,326 ","296,387,210 ","282,481,368 ","292,751,213 ","40,604 ","41,861 ","42,102 ","43,510 ","45,381 ","45,529 ","48,825 ","50,972 ","50,961 ","52,107 ","53,581 ","53,461 "
103021068,Parkes Region,"1,709 ","1,672 ","1,631 ","1,703 ","1,509 ","1,601 ",48 ,49 ,49 ,50 ,48 ,49 ,"64,602,328 ","59,855,626 ","66,486,971 ","81,553,325 ","69,567,245 ","72,965,141 ","29,290 ","28,504 ","31,725 ","37,201 ","36,497 ","38,487 ","37,801 ","35,799 ","40,765 ","47,888 ","46,102 ","45,575 "
103021069,West Wyalong,"3,152 ","3,185 ","3,140 ","3,126 ","2,998 ","3,132 ",47 ,47 ,48 ,48 ,48 ,47 ,"140,841,042 ","146,148,042 ","164,313,956 ","161,535,435 ","156,673,831 ","166,964,954 ","35,501 ","35,746 ","38,528 ","39,539 ","40,730 ","40,718 ","44,683 ","45,886 ","52,329 ","51,675 ","52,259 ","53,309 "
103031070,Lithgow,"5,592 ","5,615 ","5,614 ","5,531 ","5,581 ","5,604 ",45 ,45 ,45 ,45 ,45 ,46 ,"303,397,215 ","307,062,021 ","317,625,177 ","311,223,562 ","312,317,758 ","318,324,484 ","41,482 ","41,920 ","43,214 ","43,716 ","44,863 ","45,448 ","54,256 ","54,686 ","56,577 ","56,269 ","55,961 ","56,803 "
103031071,Lithgow Region,"3,930 ","4,001 ","4,048 ","4,132 ","4,080 ","4,208 ",47 ,47 ,48 ,48 ,48 ,48 ,"212,641,517 ","213,671,009 ","221,559,164 ","225,802,600 ","218,532,469 ","228,604,509 ","42,000 ","41,974 ","42,236 ","43,018 ","43,686 ","44,640 ","54,107 ","53,404 ","54,733 ","54,647 ","53,562 ","54,326 "
103031072,Mudgee,"6,095 ","6,145 ","6,127 ","6,230 ","6,254 ","6,441 ",43 ,42 ,42 ,43 ,43 ,43 ,"332,905,230 ","356,878,657 ","366,897,184 ","369,363,112 ","378,409,674 ","392,155,923 ","40,814 ","42,382 ","44,057 ","44,318 ","45,818 ","46,550 ","54,619 ","58,076 ","59,882 ","59,288 ","60,507 ","60,884 "
103031073,Mudgee Region - East,"1,454 ","1,472 ","1,424 ","1,439 ","1,413 ","1,444 ",49 ,50 ,50 ,50 ,50 ,51 ,"69,226,813 ","62,319,762 ","65,117,453 ","62,751,869 ","63,653,542 ","66,489,281 ","35,348 ","31,280 ","34,496 ","35,000 ","35,470 ","36,084 ","47,611 ","42,337 ","45,729 ","43,608 ","45,049 ","46,045 "
103031074,Mudgee Region - West,"4,784 ","4,854 ","4,905 ","4,968 ","4,895 ","5,133 ",47 ,47 ,47 ,47 ,47 ,47 ,"216,196,656 ","227,297,431 ","234,198,824 ","248,449,570 ","253,416,420 ","267,358,425 ","34,452 ","35,139 ","35,420 ","37,213 ","38,923 ","40,394 ","45,192 ","46,827 ","47,747 ","50,010 ","51,770 ","52,086 "
103031075,Wollangambe - Wollemi,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np,np
103041076,Blayney,"3,708 ","3,653 ","3,775 ","3,803 ","3,714 ","3,936 ",45 ,46 ,46 ,46 ,46 ,47 ,"186,135,058 ","184,196,143 ","189,677,326 ","207,381,791 ","204,271,158 ","221,106,408 ","40,926 ","40,995 ","41,766 ","44,079 ","45,325 ","45,820 ","50,198 ","50,423 ","50,246 ","54,531 ","55,000 ","56,175 "
103041077,Orange,"9,638 ","9,696 ","9,423 ","9,440 ","9,530 ","9,583 ",43 ,43 ,43 ,44 ,44 ,43 ,"489,847,942 ","506,945,497 ","499,369,735 ","513,936,438 ","529,351,669 ","542,144,121 ","42,992 ","44,070 ","44,881 ","44,963 ","45,920 ","46,006 ","50,825 ","52,284 ","52,995 ","54,442 ","55,546 ","56,574 "
103041078,Orange - North,"10,254 ","10,273 ","10,584 ","11,097 ","10,703 ","11,555 ",40 ,41 ,41 ,41 ,40 ,41 ,"589,394,894 ","607,201,894 ","639,013,678 ","675,509,600 ","669,389,817 ","734,369,614 ","48,113 ","49,208 ","50,046 ","50,844 ","52,125 ","53,064 ","57,480 ","59,107 ","60,375 ","60,873 ","62,542 ","63,554 "
103041079,Orange Region,"5,854 ","6,034 ","6,183 ","6,317 ","6,404 ","6,496 ",45 ,46 ,46 ,46 ,46 ,46 ,"299,584,111 ","319,114,652 ","331,401,435 ","368,521,116 ","375,003,751 ","393,681,903 ","41,337 ","41,726 ","42,570 ","45,917 ","45,472 ","46,337 ","51,176 ","52,886 ","53,599 ","58,338 ","58,558 ","60,604 "
104011080,Grafton,"8,616 ","8,395 ","8,361 ","8,387 ","8,573 ","8,560 ",45 ,46 ,46 ,46 ,46 ,45 ,"344,900,753 ","349,434,828 ","359,556,953 ","370,582,688 ","402,416,223 ","406,199,009 ","34,664 ","36,590 ","37,535 ","38,778 ","40,464 ","41,259 ","40,030 ","41,624 ","43,004 ","44,185 ","46,940 ","47,453 "
104011081,Grafton Region,"7,135 ","7,061 ","7,027 ","7,128 ","7,180 ","7,581 ",49 ,50 ,50 ,50 ,50 ,50 ,"251,507,637 ","259,003,285 ","271,202,976 ","284,854,879 ","301,280,966 ","326,722,080 ","29,142 ","31,026 ","32,725 ","33,833 ","35,627 ","36,791 ","35,250 ","36,681 ","38,594 ","39,963 ","41,961 ","43,097 "
104011082,Maclean - Yamba - Iluka,"7,577 ","7,492 ","7,555 ","7,647 ","7,851 ","8,138 ",51 ,51 ,51 ,51 ,51 ,51 ,"271,691,773 ","279,714,224 ","294,926,577 ","310,067,446 ","335,796,653 ","360,059,591 ","27,399 ","28,929 ","30,158 ","31,689 ","33,477 ","34,583 ","35,857 ","37,335 ","39,037 ","40,548 ","42,771 ","44,244 "
104021083,Bellingen,"2,966 ","2,937 ","3,050 ","3,064 ","3,104 ","3,165 ",49 ,49 ,49 ,49 ,50 ,49 ,"115,576,608 ","118,667,246 ","129,070,903 ","131,764,736 ","144,289,562 ","146,617,578 ","30,391 ","32,441 ","33,081 ","33,808 ","35,751 ","36,526 ","38,967 ","40,404 ","42,318 ","43,004 ","46,485 ","46,325 "
104021084,Coffs Harbour - North,"8,634 ","8,700 ","8,789 ","9,081 ","9,121 ","9,266 ",45 ,45 ,45 ,45 ,45 ,45 ,"365,866,425 ","380,924,484 ","400,930,503 ","428,346,167 ","434,200,590 ","447,248,267 ","34,507 ","36,583 ","37,590 ","38,548 ","39,631 ","39,950 ","42,375 ","43,784 ","45,617 ","47,169 ","47,604 ","48,268 "
104021085,Coffs Harbour - South,"4,651 ","4,770 ","4,906 ","5,158 ","5,180 ","5,428 ",45 ,45 ,45 ,45 ,45 ,44 ,"201,008,371 ","216,098,290 ","234,751,148 ","255,218,084 ","252,893,438 ","272,772,123 ","35,278 ","36,411 ","38,635 ","39,287 ","40,117 ","40,754 ","43,218 ","45,304 ","47,850 ","49,480 ","48,821 ","50,253 "
104021086,Coramba - Nana Glen - Bucca,"2,030 ","2,021 ","2,060 ","2,147 ","2,164 ","2,243 ",47 ,48 ,48 ,47 ,47 ,47 ,"88,465,334 ","97,781,004 ","92,035,776 ","106,872,362 ","101,092,035 ","107,765,344 ","32,114 ","34,979 ","37,147 ","38,055 ","39,423 ","41,173 ","43,579 ","48,382 ","44,678 ","49,778 ","46,715 ","48,045 "
104021087,Dorrigo,"1,645 ","1,629 ","1,650 ","1,632 ","1,694 ","1,696 ",51 ,52 ,52 ,53 ,53 ,53 ,"51,601,762 ","51,245,430 ","54,301,832 ","59,351,574 ","65,775,450 ","68,514,006 ","25,147 ","26,054 ","26,445 ","28,889 ","30,689 ","32,241 ","31,369 ","31,458 ","32,910 ","36,367 ","38,828 ","40,397 "
104021088,Korora - Emerald Beach,"4,671 ","4,734 ","4,933 ","5,208 ","5,349 ","5,640 ",46 ,47 ,47 ,47 ,47 ,47 ,"228,981,875 ","248,875,283 ","253,369,160 ","286,015,644 ","303,393,693 ","331,220,520 ","35,569 ","37,939 ","38,854 ","40,847 ","42,005 ","43,845 ","49,022 ","52,572 ","51,362 ","54,919 ","56,720 ","58,727 "
104021089,Sawtell - Boambee,"9,947 ","10,046 ","10,169 ","10,387 ","10,518 ","10,656 ",46 ,46 ,47 ,46 ,46 ,46 ,"414,673,911 ","445,972,923 ","471,001,874 ","493,638,397 ","513,195,965 ","520,748,894 ","35,738 ","37,835 ","39,071 ","40,399 ","41,234 ","41,955 ","41,688 ","44,393 ","46,317 ","47,525 ","48,792 ","48,869 "
104021090,Urunga,"2,262 ","2,226 ","2,312 ","2,365 ","2,437 ","2,463 ",50 ,50 ,50 ,51 ,51 ,51 ,"89,072,597 ","94,301,002 ","100,719,492 ","107,045,040 ","112,764,223 ","114,807,497 ","32,859 ","34,476 ","36,912 ","38,455 ","39,685 ","39,066 ","39,378 ","42,363 ","43,564 ","45,262 ","46,272 ","46,613 "
104021091,Woolgoolga - Arrawarra,"6,130 ","6,226 ","6,495 ","6,747 ","7,127 ","7,333 ",46 ,46 ,45 ,44 ,44 ,43 ,"239,495,267 ","250,361,028 ","269,814,154 ","287,271,724 ","302,366,813 ","314,576,030 ","31,134 ","32,004 ","33,452 ","34,008 ","35,010 ","35,436 ","39,069 ","40,212 ","41,542 ","42,578 ","42,426 ","42,899 "
105011092,Bourke - Brewarrina,"1,910 ","1,872 ","1,848 ","1,800 ","1,713 ","1,751 ",43 ,44 ,44 ,44 ,45 ,44 ,"89,352,224 ","81,476,505 ","82,618,662 ","90,101,915 ","90,111,688 ","102,226,960 ","40,591 ","40,669 ","41,924 ","44,812 ","48,189 ","49,984 ","46,781 ","43,524 ","44,707 ","50,057 ","52,605 ","58,382 "
105011093,Cobar,"2,384 ","2,405 ","2,390 ","2,420 ","2,362 ","2,409 ",40 ,40 ,41 ,41 ,41 ,41 ,"138,655,052 ","149,407,562 ","160,709,257 ","170,157,974 ","160,715,845 ","172,057,121 ","48,881 ","52,903 ","52,409 ","57,202 ","56,039 ","58,291 ","58,161 ","62,124 ","67,242 ","70,313 ","68,042 ","71,423 "
105011094,Coonamble,"1,935 ","1,944 ","1,888 ","1,875 ","1,703 ","1,847 ",45 ,45 ,46 ,46 ,46 ,46 ,"77,593,161 ","87,254,787 ","70,461,829 ","88,240,875 ","87,644,942 ","124,376,302 ","35,623 ","37,006 ","35,832 ","41,197 ","43,463 ","47,274 ","40,100 ","44,884 ","37,321 ","47,062 ","51,465 ","67,340 "
105011095,Nyngan - Warren,"2,879 ","2,875 ","2,940 ","2,910 ","2,912 ","2,934 ",45 ,45 ,46 ,46 ,45 ,45 ,"134,353,390 ","144,027,119 ","149,013,766 ","174,991,609 ","169,047,500 ","180,736,589 ","38,557 ","39,531 ","42,024 ","47,832 ","47,446 ","46,750 ","46,667 ","50,096 ","50,685 ","60,135 ","58,052 ","61,601 "
105011096,Walgett - Lightning Ridge,"2,864 ","2,824 ","2,686 ","2,716 ","2,350 ","2,665 ",44 ,43 ,45 ,45 ,44 ,44 ,"121,084,587 ","138,752,971 ","85,171,443 ","79,109,546 ","76,721,267 ","164,381,547 ","33,037 ","36,606 ","34,632 ","32,548 ","35,986 ","41,025 ","42,278 ","49,133 ","31,709 ","29,127 ","32,647 ","61,682 "
105021097,Broken Hill,"8,465 ","8,355 ","8,402 ","8,548 ","8,341 ","8,311 ",44 ,44 ,45 ,45 ,45 ,45 ,"426,926,474 ","443,730,526 ","450,678,203 ","473,775,080 ","473,523,244 ","495,920,447 ","42,240 ","44,581 ","45,514 ","46,595 ","48,050 ","49,696 ","50,434 ","53,110 ","53,639 ","55,425 ","56,771 ","59,670 "
105021098,Far West,927 ,924 ,891 ,918 ,880 ,892 ,46 ,46 ,45 ,47 ,47 ,47 ,"46,867,277 ","43,484,989 ","47,998,244 ","54,729,173 ","53,189,952 ","64,250,316 ","36,529 ","37,792 ","41,470 ","45,751 ","45,829 ","48,452 ","50,558 ","47,062 ","53,870 ","59,618 ","60,443 ","72,030 "
105031099,Coonabarabran,"3,777 ","3,749 ","3,701 ","3,751 ","3,525 ","3,723 ",49 ,49 ,49 ,49 ,49 ,49 ,"139,086,651 ","136,893,946 ","139,902,358 ","164,468,043 ","162,456,173 ","176,990,573 ","31,083 ","30,795 ","31,478 ","36,679 ","36,956 ","38,509 ","36,825 ","36,515 ","37,801 ","43,846 ","46,087 ","47,540 "
105031100,Dubbo - East,"5,781 ","5,762 ","5,787 ","5,877 ","5,692 ","5,798 ",41 ,41 ,41 ,41 ,42 ,41 ,"286,195,596 ","296,124,489 ","302,309,936 ","320,596,983 ","316,226,811 ","327,330,284 ","42,518 ","43,855 ","44,713 ","45,636 ","47,182 ","47,391 ","49,506 ","51,393 ","52,239 ","54,551 ","55,556 ","56,456 "
105031101,Dubbo - South,"8,569 ","8,713 ","8,948 ","9,152 ","9,271 ","9,729 ",41 ,41 ,41 ,41 ,41 ,40 ,"424,902,512 ","446,610,939 ","468,223,785 ","492,368,742 ","511,332,019 ","551,836,618 ","43,185 ","44,541 ","45,575 ","46,632 ","48,151 ","49,472 ","49,586 ","51,258 ","52,327 ","53,799 ","55,154 ","56,721 "
105031102,Dubbo - West,"3,847 ","3,953 ","4,160 ","4,344 ","4,436 ","4,705 ",41 ,41 ,41 ,40 ,41 ,40 ,"193,175,643 ","202,009,289 ","219,451,862 ","234,181,837 ","246,289,145 ","267,816,165 ","41,627 ","43,033 ","44,851 ","45,545 ","46,757 ","47,953 ","50,215 ","51,103 ","52,753 ","53,909 ","55,521 ","56,922 "
105031103,Dubbo Region,"3,002 ","2,980 ","3,122 ","3,247 ","2,979 ","3,271 ",46 ,46 ,47 ,46 ,46 ,46 ,"138,604,819 ","134,975,838 ","149,540,705 ","165,377,358 ","156,424,674 ","177,108,824 ","39,905 ","39,942 ","40,993 ","43,234 ","44,921 ","46,577 ","46,171 ","45,294 ","47,899 ","50,932 ","52,509 ","54,145 "
105031104,Gilgandra,"2,176 ","2,134 ","2,113 ","2,187 ","2,175 ","2,174 ",46 ,47 ,48 ,47 ,48 ,47 ,"83,416,497 ","85,693,997 ","82,666,292 ","98,777,822 ","99,818,734 ","104,766,933 ","32,691 ","33,876 ","34,122 ","36,790 ","39,418 ","42,140 ","38,335 ","40,157 ","39,123 ","45,166 ","45,894 ","48,191 "
105031105,Narromine,"3,375 ","3,416 ","3,413 ","3,457 ","3,403 ","3,390 ",46 ,46 ,46 ,46 ,46 ,46 ,"145,961,467 ","151,904,671 ","155,923,666 ","166,259,976 ","168,874,731 ","177,810,552 ","37,095 ","37,480 ","37,942 ","40,209 ","42,194 ","43,745 ","43,248 ","44,469 ","45,685 ","48,094 ","49,625 ","52,451 "
105031106,Wellington,"3,841 ","3,880 ","3,826 ","3,822 ","4,385 ","4,142 ",47 ,47 ,47 ,47 ,46 ,46 ,"163,007,619 ","159,943,078 ","167,601,107 ","178,031,409 ","197,915,894 ","199,942,054 ","35,012 ","35,439 ","36,906 ","39,393 ","36,450 ","40,084 ","42,439 ","41,222 ","43,806 ","46,581 ","45,135 ","48,272 "
106011107,Branxton - Greta - Pokolbin,"5,243 ","5,269 ","5,429 ","5,516 ","5,668 ","5,900 ",41 ,42 ,43 ,43 ,42 ,42 ,"329,531,907 ","346,670,036 ","360,084,104 ","370,198,443 ","363,446,297 ","384,163,494 ","47,453 ","49,431 ","49,930 ","50,743 ","49,868 ","51,662 ","62,852 ","65,794 ","66,326 ","67,114 ","64,122 ","65,112 "
106011108,Cessnock,"9,227 ","9,105 ","9,019 ","9,083 ","9,316 ","9,454 ",40 ,41 ,41 ,41 ,41 ,41 ,"492,556,605 ","505,622,950 ","486,154,395 ","495,933,928 ","500,816,466 ","511,916,244 ","40,938 ","42,531 ","42,786 ","43,193 ","43,480 ","45,013 ","53,382 ","55,532 ","53,903 ","54,600 ","53,759 ","54,148 "
106011109,Cessnock Region,"3,810 ","3,849 ","3,931 ","4,072 ","4,128 ","4,331 ",45 ,46 ,45 ,46 ,46 ,46 ,"195,595,290 ","211,071,190 ","219,362,420 ","229,083,644 ","237,917,810 ","251,095,060 ","40,010 ","41,218 ","42,666 ","43,790 ","44,673 ","45,619 ","51,337 ","54,838 ","55,803 ","56,258 ","57,635 ","57,976 "
106011110,Dungog,"4,555 ","4,640 ","4,677 ","4,723 ","4,827 ","4,910 ",47 ,48 ,48 ,48 ,48 ,48 ,"218,973,532 ","223,779,327 ","227,511,312 ","240,137,642 ","247,605,036 ","257,515,068 ","37,680 ","37,175 ","37,819 ","39,901 ","41,152 ","41,469 ","48,073 ","48,228 ","48,645 ","50,844 ","51,296 ","52,447 "
106011111,Kurri Kurri - Abermain,"7,706 ","7,693 ","7,725 ","7,932 ","8,168 ","8,487 ",41 ,41 ,41 ,41 ,41 ,40 ,"389,843,827 ","394,921,824 ","397,783,055 ","409,057,462 ","423,961,925 ","448,247,798 ","42,344 ","42,864 ","43,408 ","44,246 ","45,134 ","46,679 ","50,590 ","51,335 ","51,493 ","51,571 ","51,905 ","52,816 "
106011112,Singleton,"8,968 ","8,816 ","8,680 ","8,644 ","8,630 ","8,913 ",40 ,40 ,41 ,41 ,42 ,41 ,"642,316,686 ","668,377,729 ","633,859,587 ","636,710,105 ","629,063,796 ","630,453,313 ","55,396 ","57,258 ","54,949 ","54,563 ","54,866 ","54,152 ","71,623 ","75,814 ","73,025 ","73,659 ","72,893 ","70,734 "
106011113,Singleton Region,"2,816 ","2,803 ","2,798 ","2,821 ","2,666 ","2,811 ",44 ,45 ,45 ,46 ,46 ,46 ,"171,584,461 ","179,769,207 ","183,577,426 ","184,657,087 ","178,526,050 ","176,451,762 ","43,488 ","46,247 ","47,188 ","46,197 ","48,370 ","47,378 ","60,932 ","64,135 ","65,610 ","65,458 ","66,964 ","62,772 "
106021114,Maitland,"2,520 ","2,663 ","2,898 ","3,137 ","3,386 ","3,722 ",40 ,40 ,39 ,39 ,38 ,38 ,"141,000,799 ","155,347,388 ","174,056,399 ","184,947,530 ","200,394,431 ","224,927,617 ","44,339 ","46,702 ","47,326 ","47,404 ","49,752 ","51,139 ","55,953 ","58,335 ","60,061 ","58,957 ","59,183 ","60,432 "
106021115,Maitland - East,"14,132 ","14,036 ","14,165 ","14,264 ","14,472 ","14,952 ",41 ,42 ,42 ,42 ,42 ,42 ,"775,552,271 ","795,946,591 ","809,956,772 ","827,608,779 ","848,499,655 ","880,711,697 ","45,337 ","47,237 ","47,793 ","48,653 ","49,205 ","50,000 ","54,879 ","56,708 ","57,180 ","58,021 ","58,630 ","58,903 "
106021116,Maitland - North,"3,906 ","3,999 ","4,142 ","4,300 ","4,363 ","4,497 ",43 ,44 ,44 ,44 ,44 ,45 ,"266,637,214 ","267,182,024 ","288,278,784 ","300,495,815 ","307,280,051 ","324,864,182 ","50,399 ","51,544 ","53,809 ","53,751 ","53,756 ","55,196 ","68,263 ","66,812 ","69,599 ","69,883 ","70,429 ","72,240 "
106021117,Maitland - West,"9,869 ","10,109 ","10,352 ","10,850 ","11,317 ","11,740 ",38 ,39 ,39 ,39 ,39 ,39 ,"582,292,945 ","615,459,823 ","624,459,587 ","659,529,568 ","680,127,944 ","714,225,598 ","46,707 ","48,036 ","47,905 ","48,838 ","49,024 ","49,913 ","59,002 ","60,882 ","60,323 ","60,786 ","60,098 ","60,837 "
106021118,Thornton - Millers Forest,"5,308 ","5,383 ","5,475 ","5,601 ","5,846 ","6,447 ",41 ,41 ,42 ,42 ,41 ,41 ,"305,183,573 ","320,121,281 ","326,102,756 ","334,269,971 ","353,306,435 ","396,374,923 ","48,823 ","50,657 ","50,659 ","50,942 ","52,047 ","53,826 ","57,495 ","59,469 ","59,562 ","59,680 ","60,436 ","61,482 "
106031119,Anna Bay,"2,918 ","2,937 ","2,949 ","3,018 ","3,050 ","3,089 ",45 ,45 ,45 ,46 ,46 ,46 ,"142,681,276 ","154,596,542 ","153,522,035 ","158,299,475 ","156,911,583 ","158,907,323 ","37,503 ","39,079 ","38,900 ","39,921 ","39,868 ","40,039 ","48,897 ","52,638 ","52,059 ","52,452 ","51,446 ","51,443 "
106031120,Lemon Tree Passage - Tanilba Bay,"2,954 ","2,991 ","2,971 ","2,957 ","3,023 ","3,058 ",47 ,47 ,48 ,48 ,48 ,48 ,"133,867,273 ","139,809,245 ","140,944,152 ","141,939,266 ","147,964,560 ","149,663,149 ","38,734 ","40,120 ","39,774 ","40,701 ","41,338 ","41,296 ","45,317 ","46,743 ","47,440 ","48,001 ","48,946 ","48,942 "
106031121,Nelson Bay Peninsula,"10,856 ","10,939 ","11,054 ","11,235 ","11,427 ","11,761 ",49 ,50 ,50 ,51 ,51 ,51 ,"503,741,633 ","533,383,663 ","556,758,287 ","571,953,220 ","585,436,863 ","616,656,184 ","34,557 ","35,927 ","37,029 ","37,299 ","37,726 ","38,227 ","46,402 ","48,760 ","50,367 ","50,908 ","51,233 ","52,432 "
106031122,Raymond Terrace,"6,742 ","6,643 ","6,508 ","6,544 ","6,413 ","6,598 ",41 ,41 ,42 ,42 ,42 ,42 ,"319,517,409 ","324,960,234 ","322,204,434 ","324,418,288 ","322,510,685 ","335,162,738 ","41,990 ","43,436 ","43,720 ","43,981 ","45,282 ","45,696 ","47,392 ","48,918 ","49,509 ","49,575 ","50,290 ","50,798 "
106031123,Seaham - Woodville,"3,168 ","3,212 ","3,225 ","3,297 ","3,303 ","3,442 ",45 ,46 ,46 ,46 ,46 ,46 ,"192,223,919 ","192,213,285 ","195,765,021 ","197,386,501 ","208,907,522 ","220,442,259 ","46,154 ","46,754 ","46,582 ","46,034 ","47,357 ","49,064 ","60,677 ","59,842 ","60,702 ","59,869 ","63,248 ","64,045 "
106031124,Tea Gardens - Hawks Nest,"2,277 ","2,307 ","2,289 ","2,337 ","2,469 ","2,617 ",58 ,58 ,58 ,58 ,59 ,60 ,"89,027,812 ","91,255,914 ","94,235,817 ","100,023,572 ","112,639,989 ","120,269,619 ","26,479 ","27,970 ","28,687 ","29,032 ","29,089 ","30,506 ","39,099 ","39,556 ","41,169 ","42,800 ","45,622 ","45,957 "
106031125,Williamtown - Medowie - Karuah,"6,848 ","6,906 ","6,989 ","7,076 ","7,188 ","7,422 ",42 ,43 ,43 ,43 ,43 ,44 ,"354,719,273 ","369,166,344 ","378,807,090 ","392,987,684 ","404,112,205 ","423,442,091 ","44,416 ","44,903 ","45,666 ","47,207 ","48,108 ","48,963 ","51,799 ","53,456 ","54,200 ","55,538 ","56,220 ","57,052 "
106041126,Muswellbrook,"6,358 ","6,245 ","6,092 ","6,113 ","6,017 ","6,105 ",40 ,40 ,40 ,41 ,41 ,41 ,"416,498,977 ","425,656,790 ","429,793,593 ","425,822,264 ","415,949,495 ","407,647,140 ","51,976 ","53,372 ","54,178 ","53,011 ","53,156 ","52,531 ","65,508 ","68,160 ","70,550 ","69,658 ","69,129 ","66,773 "
106041127,Muswellbrook Region,"2,134 ","2,140 ","2,140 ","2,124 ","2,071 ","2,160 ",43 ,43 ,43 ,44 ,44 ,45 ,"121,256,522 ","127,419,547 ","123,486,058 ","130,868,986 ","130,847,791 ","132,028,576 ","44,052 ","45,189 ","45,717 ","46,699 ","47,331 ","48,224 ","56,821 ","59,542 ","57,704 ","61,614 ","63,181 ","61,124 "
